[02-12 14:14:42]create bugbear1070  pos = 95965 259132, angle = 145, rTime = 14400
[02-12 14:21:25]create bugbear806  pos = 44391 51419, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 44569 51400, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 40905 52940, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 40633 52945, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear797  pos = 40546 52099, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 40055 45268, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 40997 45860, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 36815 41951, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear797  pos = 39132 40286, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 39381 40321, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear797  pos = 34879 42549, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 34747 42145, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 35179 42291, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear797  pos = 32630 43364, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 32545 43182, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 32708 43623, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 31644 40057, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 32038 40084, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 31452 39321, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 31254 35978, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 29629 31075, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear797  pos = 29023 31978, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 28283 30578, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 28416 30550, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 31517 29636, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 33697 31310, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 33564 31067, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 35033 30264, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 36985 31410, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 23753 22771, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 24562 24132, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 24346 31885, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 25064 32569, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 25090 36799, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 25461 37647, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 26722 40618, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 25015 41282, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 23963 38510, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 24028 38683, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 25876 41247, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 25951 43285, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 21667 44186, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 20915 44142, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 18493 46736, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 18534 49592, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 18380 51785, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 21773 51861, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear797  pos = 22804 51241, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 22123 45434, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 14576 44987, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 33136 19404, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 27629 17337, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 12248 19879, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear797  pos = 15405 16846, angle = 0, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 12387 20347, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 13509 20341, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 17462 23063, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 18101 23037, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 20477 22918, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 33171 15203, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 32045 12064, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 26439 12663, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 25410 12657, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 22470 12594, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear806  pos = 29004 12547, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 12128 12665, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 12713 15532, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear809  pos = 12017 14790, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 51011 14706, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 49283 16511, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 51394 19679, angle = 250, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 55031 19286, angle = 250, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 54066 14644, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 54572 17045, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 41772 15645, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 43372 18545, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 43372 20445, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 46472 16945, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear814  pos = 48372 15645, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear796  pos = 52032 16875, angle = 265, rTime = 22336
[02-12 14:21:25]create bugbear806  pos = 34065 16707, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear806  pos = 33382 16922, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear809  pos = 33382 17266, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear806  pos = 12466 45184, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear809  pos = 12643 44676, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear809  pos = 15545 50172, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear806  pos = 21883 59850, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear809  pos = 23088 60096, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear806  pos = 14726 50292, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear817  pos = 124056 101960, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear817  pos = 126418 100710, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear817  pos = 132292 99368, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear817  pos = 134229 102087, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear817  pos = 134540 100438, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear817  pos = 135761 98934, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear817  pos = 143750 102115, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear800  pos = 147114 100305, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear800  pos = 138743 99434, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear800  pos = 129619 101994, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear800  pos = 131330 99510, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear800  pos = 133665 102133, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear800  pos = 133842 99302, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear800  pos = 134710 92277, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear800  pos = 137251 89885, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear800  pos = 135168 88380, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear817  pos = 135938 91897, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear817  pos = 135524 88159, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear817  pos = 136418 82632, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear808  pos = 134921 98102, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear808  pos = 137690 96980, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear808  pos = 135647 94877, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear808  pos = 138084 92332, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear808  pos = 134926 88926, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear808  pos = 136978 87219, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear808  pos = 135224 86304, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear808  pos = 137685 84731, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear808  pos = 135042 84338, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear808  pos = 135957 83467, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear808  pos = 136829 82915, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear808  pos = 136531 82034, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear808  pos = 137314 82490, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear800  pos = 124962 102192, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear800  pos = 128223 101169, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear800  pos = 135905 97757, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear800  pos = 148175 101856, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear800  pos = 144431 99148, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear800  pos = 135716 92652, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear800  pos = 137759 86244, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear800  pos = 135031 89998, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear800  pos = 135664 100611, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear800  pos = 138755 102262, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 135247 82192, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 137837 81659, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 136941 83639, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 135118 84506, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 134935 87072, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 137650 90563, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 138072 94705, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 146763 99871, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear800  pos = 144183 100682, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear800  pos = 143035 99509, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 130465 99027, angle = 262, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 126347 99463, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 123852 100214, angle = 324, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 131422 101779, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 146315 100695, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 140804 99487, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 144032 101238, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 136175 87823, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 137409 88686, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 136161 90764, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 137161 100236, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 134500 99038, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 131295 100236, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 127997 99768, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 129886 100592, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 137689 98500, angle = 250, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 75245 120270, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 74526 115248, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 76917 111429, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 73824 110884, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 69257 110062, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 71892 107275, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 76638 103667, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 72691 101130, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 76917 97023, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 70803 94942, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 67605 91546, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 72589 88869, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 76646 84778, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 77593 81541, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 74350 83645, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 69896 86033, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 68632 81896, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 64495 83187, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 60798 83227, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 64458 86738, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 60261 89901, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 59246 86426, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 57108 88224, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 55417 85759, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 53480 82445, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 49732 81847, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 46658 86686, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 48700 89773, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 43758 90765, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 41741 90281, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 36610 87235, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 42563 86936, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 45096 83434, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 39864 82291, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 36827 82365, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 38155 85854, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 35614 89265, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 37995 93181, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 41003 94211, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 35502 96773, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 40359 98235, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 36742 102153, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 39693 104752, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 35715 107993, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 37610 114728, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 37135 121375, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 38489 118982, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 40207 113966, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 45364 116277, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 44539 120395, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 47740 116681, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 49817 113889, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 55594 116687, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 60674 114720, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 63685 120380, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 69290 120411, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear814  pos = 71338 116079, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 73757 120929, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear819  pos = 106836 27057, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 71356 110998, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 47913 118747, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 40223 105781, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 41765 94804, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear812  pos = 57129 83456, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 77289 123037, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 76016 117906, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 76762 112473, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 76736 106673, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 77005 101736, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 77302 97677, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 75737 93521, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 77934 89984, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 77565 84619, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 74553 81440, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 70437 85913, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 66837 81477, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 66326 88228, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 70355 91448, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 70660 96407, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 66251 103868, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 64024 108177, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 62389 113045, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 70180 112786, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 68693 118074, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 67522 124188, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 59661 120130, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 58575 114901, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 51427 119453, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 51276 112728, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 52991 107825, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 60368 102181, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 57889 98130, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 51114 102121, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 41369 105552, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 36591 105216, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 35883 111437, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 40229 112075, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 45667 112122, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 41629 120182, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 35644 118258, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 37106 100348, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 41329 96873, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 37347 91105, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 39170 85464, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 45873 82822, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 44764 89412, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 57557 88607, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 59589 82164, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 50748 84895, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear816  pos = 70137 108074, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 173044 113894, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 171703 115831, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 173965 115900, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 173824 111742, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 171589 110896, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 170180 113622, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 169988 116095, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 168388 116826, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 166830 115804, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 165406 116153, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 165637 116404, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 165447 110807, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 164142 114503, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 163594 113459, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 158553 114998, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 158415 115466, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 160817 114520, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 161106 112309, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 160488 110567, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 160279 110634, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 170942 116855, angle = 311, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 168244 116897, angle = 311, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 168900 114696, angle = 311, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 161395 116191, angle = 311, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 160900 114395, angle = 311, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 158551 115514, angle = 311, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 164278 114249, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 160059 110565, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 162595 111666, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear817  pos = 167694 111994, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 165582 111714, angle = 311, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 171097 111140, angle = 311, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 174041 110920, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 172582 113391, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 174003 116138, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 158934 109573, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 173626 112075, angle = 235, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 172956 114226, angle = 235, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 171725 115437, angle = 235, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 170283 113748, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 169141 110959, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 165271 113879, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 168256 113464, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 165722 115851, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 162589 116427, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 164151 110945, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 163381 113398, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear808  pos = 162773 112301, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 159754 116576, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 161270 112435, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 164422 116775, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 169922 115736, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 166819 115512, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 172212 110966, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear799  pos = 166774 110611, angle = 145, rTime = 120
[02-12 14:21:25]create bugbear797  pos = 44833 39757, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear797  pos = 45011 39770, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear809  pos = 44665 40179, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear806  pos = 52409 38010, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear809  pos = 52569 37593, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear797  pos = 51936 40837, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear806  pos = 52186 40764, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear809  pos = 52522 40877, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear797  pos = 38570 43747, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear809  pos = 38170 44217, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear806  pos = 38672 44053, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear806  pos = 42053 54164, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear809  pos = 41793 54311, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear797  pos = 41221 54364, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear797  pos = 54330 59609, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear809  pos = 54130 59722, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear806  pos = 54223 59394, angle = 145, rTime = 60
[02-12 14:21:25]create bugbear809  pos = 28407 29017, angle = 145, rTime = 60
